20220524	22:27:32	c8a42fcb-bb2e-4f46-9984-fc6e0ee4b1b2	GET	undefined	/
20220524	22:27:47	1c772b47-717a-4613-9893-e336034d1158	GET	undefined	/api/v1/products?category=easy-care
20220524	22:27:56	89477f9f-e682-4910-ba13-c44d41c57546	GET	undefined	/api/v1/products?category=easy-care
20220524	22:28:21	ed4facc3-e8d3-4e65-938b-7ede2918a566	POST	undefined	/api/v1/users/signup
20220524	22:30:01	928823d7-6cd3-4769-80db-22e92839a87f	POST	undefined	/api/v1/users/signup
20220524	22:30:36	8caa3a7c-2f3b-48ad-9028-78104a0d4dfd	GET	undefined	/api/v1/products?category=easy-care
20220524	22:34:50	4cdce830-b174-4cb6-b314-54696d73ec46	POST	undefined	/api/v1/users/signup
20220524	22:35:16	f1680a7e-5b83-4465-b160-ea7701d8c020	POST	undefined	/api/v1/users/signup
20220524	23:26:16	17c49995-7b27-4066-9a13-683ed334cda5	POST	undefined	/api/v1/users/signup
20220524	23:27:03	85104cc5-882a-46c2-b198-cf3b92c56f6b	POST	undefined	/api/v1/users/signup
20220524	23:28:12	c126e18d-e8e8-4420-a5c6-d666e6eab64a	POST	undefined	/api/v1/users/signup
20220524	23:32:24	79cee8f2-17e2-48c1-93b3-94e1a4df1e8b	POST	undefined	/api/v1/users/signup
20220524	23:34:05	69c242ca-bff8-442a-b4f3-531818c6bb40	POST	undefined	/api/v1/users/signup
20220524	23:37:46	f04a88c3-6f66-4c9e-bcd4-54501409afaa	POST	undefined	/api/v1/users/signup
20220524	23:38:50	edef531f-abd8-408a-b779-e1165798bdcb	POST	undefined	/api/v1/users/signup
20220524	23:41:44	91b6c10d-5161-4a4f-a119-69fbb7782ed7	POST	undefined	/api/v1/users/signin
20220524	23:47:58	de1e5365-7fee-4cfb-8fb6-e14ca14c2df6	POST	undefined	/api/v1/users/signup
20220524	23:48:18	6563440f-a9cf-4b1f-b3ec-7813045970df	POST	undefined	/api/v1/users/signup
20220524	23:48:25	3c198328-9272-4988-b4d4-870249f50f3d	POST	undefined	/api/v1/users/signup
